AGORA ID,Official name,Casual name,Link to document,Authority,Collections,Most recent activity,Most recent activity date,Proposed date,Annotated?,Validated?,Primarily applies to the government,Primarily applies to the private sector,Short summary,Long summary,Tags,Summaries and tags may include unreviewed machine output,Official plaintext retrieved,Official plaintext source,Official plaintext unavailable/infeasible,Official pdf source,Official pdf retrieved,Number of segments created,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
809,"Intelligence Authorization Act for Fiscal Year 2024, Sec. 906 (""Programs for Next-Generation Microelectronics in Support of Artificial Intelligence"")","Intelligence Authorization Act FY 2024, Sec. 906 (""Next-Generation Microelectronics for AI"") ",https://www.congress.gov/bill/118th-congress/house-bill/3932,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-06-07,true,false,true,false,"Establishes a program to advance microelectronics research supporting AI that focuses on next-generation computing models and overcoming microelectronics challenges. Requires collaboration with government, academia, and industry, and mandates regular congressional briefings on progress.","Establishes a program to advance microelectronics research, overseen by the Director of National Intelligence through the Intelligence Advanced Research Projects Activity.

Focuses research on next-generation computing models, materials, devices, architectures, and algorithms to enhance artificial intelligence and machine learning.

Promotes advancements in computing technologies through multidisciplinary research, encompassing algorithm design, compute capability, generative AI, photonics-based microprocessors, new materials, optical networks, and AI safety for the intelligence community.

Requires active collaboration with government agencies, academic institutions, and private industry.

Authorizes appropriations for contracts, grants, and other transactions to support the program.

Mandates regular briefings to congressional intelligence committees on program progress, partnerships, and future research priorities.",Strategies: New institution;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening,false,2024-05-27,https://www.congress.gov/bill/118th-congress/house-bill/3932/text#toc-H962C63EA88374DDD96F0E4B2F0A87C4F,false,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
802,"Weather Act Reauthorization Act of 2023, Sec. 502 (""National Integrated Drought Information System"")","Weather Act Reauthorization, Sec. 502 (""National Integrated Drought Information System"")",https://www.congress.gov/bill/118th-congress/house-bill/6093,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-10-26,true,false,true,false,"Amends the National Integrated Drought Information System to include AI, machine learning, and cloud technologies for drought monitoring and forecasting. Establishes partnerships for coordinated drought information and updates modeling to probabilistic forecasts.","Amends the National Integrated Drought Information System Act of 2006 to advance and deploy next-generation technologies related to drought, including artificial intelligence, machine learning, and cloud technologies.

Requires incorporation of flash drought research and tools to enhance timely response.

Mandates utilization of observational networks and refinement of drought indicators for decision-support products by optimizing data from across the Federal Government.

Establishes memoranda of understanding with the National Mesonet Program to provide coordinated, high-quality, nationwide drought information.

Directs the transition of existing drought products to probabilistic forecasts and incorporation of new dynamical and statistical forecast modeling tools.

Authorizes appropriations increasing annually from $15,000,000 in fiscal year 2024 to $17,000,000 in fiscal year 2028.",Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Government support,false,2024-05-24,https://www.congress.gov/bill/118th-congress/house-bill/6093/text,false,,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801,"Weather Act Reauthorization Act of 2023, Sec. 402 (""Hazardous Weather or Water Event Risk Communication"")","Weather Act Reauthorization, Sec. 402 (""Hazardous Weather Risk Communication"")",https://www.congress.gov/bill/118th-congress/house-bill/6093,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-10-26,true,false,true,false,"Improves NOAA's communication system for hazardous weather risks using social, behavioral, and AI research. Coordinates with governmental and educational partners to ensure timely, consistent public information dissemination.","Amends Section 406 of the Weather Research and Forecasting Innovation Act of 2017 to enhance communication about hazardous weather or water events.

Requires the Under Secretary to maintain and improve NOAA's system for communicating risks of hazardous weather or water events to the public.

Mandates the creation of a social, behavioral, risk, communication, and economic sciences program to simplify and improve communication of hazardous weather or water events.

Requires recommendations to be based on the latest social, behavioral, economic, risk, and communications science research, validated using rigorous methods, including AI and machine learning.

Ensures coordination with federal, state, local, tribal, educational, and media partners.

Establishes best practices for timely and consistent communications across public platforms.",Strategies: Convening,false,2024-05-24,https://www.congress.gov/bill/118th-congress/house-bill/6093/text,false,,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
800,"Weather Act Reauthorization Act of 2023, Sec. 304 (""Data Assimilation, Management, and Sharing Practices"")","Weather Act Reauthorization, Sec. 304 (""Data Assimilation, Management, and Sharing"")",https://www.congress.gov/bill/118th-congress/house-bill/6093,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-10-26,true,false,true,false,"Establishes data standards and infrastructure to support open science and efficient data transfer, including AI for data assimilation. Forms a consortium to advance data assimilation research and workforce development.","Establishes the requirement for the Under Secretary, in collaboration with the weather enterprise, to develop consistent and open data and metadata standards to support open science.

Instructs the establishment of a program to advance data assimilation methods, including AI and machine learning, and the creation of a university consortium to address research challenges in data assimilation.
",Strategies: Evaluation;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Convening;Strategies: New institution,false,2024-05-24,https://www.congress.gov/bill/118th-congress/house-bill/6093/text,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
799,"Weather Act Reauthorization Act of 2023, Sec. 116(f) (""National Harmful Algal Bloom and Hypoxia Observing Network"")","Weather Act Reauthorization, Sec. 116(f) (""Algal Bloom Observing Network"")",https://www.congress.gov/bill/118th-congress/house-bill/6093,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-10-26,true,false,true,false,"Integrates Federal, State, regional, and local capabilities to establish a national network for harmful algal bloom monitoring, incorporating artificial intelligence. Establishes a Harmful Algal Bloom Data Assembly Center for data integration and ecological forecasting support.","Amends Section 606 of the Harmful Algal Bloom and Hypoxia Research and Control Act to establish a national harmful algal bloom observing network.

Requires the Under Secretary, via NCCOS and IOOS, to integrate Federal, State, regional, and local observing capabilities.

Mandates the use of emerging technologies and data integration methods, including artificial intelligence, for monitoring, detecting, and forecasting harmful algal blooms.

Instructs the IOOS Program Office to coordinate with NCCOS for observations, data integration, and information dissemination.

Establishes a Harmful Algal Bloom Data Assembly Center to integrate, disseminate, and support ecological forecasting.","Strategies: New institution;Strategies: Convening;Applications: Medicine, life sciences and public health;Strategies: New institution;Strategies: Convening",false,2024-05-24,https://www.congress.gov/bill/118th-congress/house-bill/6093/text,false,,,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
798,"Weather Act Reauthorization Act of 2023, Sec. 108 (""Computing Resources Prioritization"")","Weather Act Reauthorization, Sec. 108 (""Computing Resources Prioritization"")",https://www.congress.gov/bill/118th-congress/house-bill/6093,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-10-26,true,false,true,false,Requires the Under Secretary and Secretary of Energy to leverage AI and machine learning for NOAA's missions. Establishes centers of excellence for AI advancements. Mandates a report evaluating initiative effectiveness and needs for computing collaboration with the Department of Energy.,"Amends the Weather Research and Forecasting Innovation Act to mandate collaboration between the Under Secretary and the Secretary of Energy in leveraging high-performance computing and AI for advanced weather forecasting.

Requires a competitive, merit-reviewed process for initiative applications, including Federal agencies, National Laboratories, and higher education institutions.

Mandates coordination of AI and computing research across NOAA to avoid duplication and enhance predictive analysis.

Supports model comparison, data sharing, interagency collaboration, long-term data archiving, agile computing decisions, workforce development, and compliance with federal research security requirements. 

Directs sharing of model innovations through community-based activities and interagency coordination.

Authorizes leveraging AI to enhance NOAA’s computing infrastructure for critical missions.

Allows establishment of centers of excellence for AI and machine learning in weather forecasting.

Permits multi-year contracts for high-performance and cloud computing systems.

Requires a report to Congress evaluating the initiative’s effectiveness and future computing needs within two years.",Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Convening;Applications: Government: other applications/unspecified;Strategies: New institution;Strategies: Government support;Strategies: Government support: AI workforce-related;Strategies: Convening;Strategies: Government support: For R&D;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government study or report,false,2024-05-24,https://www.congress.gov/bill/118th-congress/house-bill/6093/text,false,,,6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
804,Research and Development Program on New Approaches to Data Analysis for Aviation Safety,Research and Development Program on New Approaches to Data Analysis for Aviation Safety,https://www.congress.gov/bill/118th-congress/house-bill/6850,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-12-19,false,false,false,false,"Establishes a research program using AI and machine learning for aviation safety data analysis. Requires collaboration among FAA, NEXTOR III, NASA, and industry partners. Prioritizes understanding human factors and improving automated aircraft design. Authorizes $20 million annually through 2029.","Establishes a new research and development program by the FAA’s NEXTOR III to develop new data analysis approaches for aviation safety.

Includes use of new algorithms and AI methods for analyzing various data sets such as weather, equipment performance, flight delays, safety incidents, and communications.

Requires collaboration among Consortium member institutions, aviation industry partners, FAA units, and NASA’s Aviation Safety Reporting System for data sharing and testing.

Prioritizes understanding human factors contributing to aviation safety risk, including fatigue, distraction, workload, organizational culture, communication, and adherence to safety procedures.

Seeks to improve the design of highly automated aircraft to reduce mode confusion and increase awareness of flight parameters.

Authorizes $20,000,000 annually from 2024 to 2029 for program execution, including grants to participating institutions and FAA units.

Terminates the program 6 years after establishment.",,true,2024-05-25,https://www.congress.gov/bill/118th-congress/house-bill/6850/text,false,,,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
591,Counseling for Career Choice Act,Counseling for Career Choice Act,https://www.congress.gov/bill/118th-congress/house-bill/7395,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-02-15,true,false,false,true,"Amends the Elementary and Secondary Education Act to enhance career counseling, including using AI for career development. ","Amends the Elementary and Secondary Education Act of 1965 to expand career counseling opportunities.

Requires career counseling programs to leverage resources and emerging technologies, including artificial intelligence.",,false,2024-05-27,https://www.congress.gov/bill/118th-congress/house-bill/7395/text,false,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546,Deceptive Experiences To Online Users Reduction Act,DETOUR Act,https://www.congress.gov/bill/118th-congress/senate-bill/2708,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-07-27,false,false,false,true,Prohibits large online operators from designing user interfaces that impair user autonomy or encourage compulsive usage. Requires affirmative express consent for certain research and mandates disclosure of such research. Establishes independent review boards and empowers the FTC to enforce compliance.,"Prohibits large online operators from manipulating user interfaces to obscure, subvert, or impair user autonomy, decision making, or consent.

Requires affirmative express consent from users for covered research and prohibits manipulation aimed at children or teens to encourage compulsive usage.

Mandates large online operators to disclose the purpose of covered research to users every 90 days and ensure transparency.

Obligates large online operators to establish independent review boards to oversee user interface design and research, ensuring compliance and preventing exploitative practices.

Directs the National Institute of Standards and Technology to develop resources for user interface design promoting user autonomy, choice, and decision making.

Empowers the Federal Trade Commission to enforce compliance, establish regulations for independent review boards, and define acceptable conduct for large online operators.

Provides safe harbor for operators acting in good faith per established guidelines.
",,true,2024-05-25,https://www.congress.gov/bill/118th-congress/senate-bill/2708,false,,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789,"National Drone and Advanced Air Mobility Research and Development Act, Title VI (""Department of Energy Activities"")","Drone R&D Act, Title VI (""DOE Activities"")",https://www.congress.gov/bill/118th-congress/house-bill/3560,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-05-22,true,false,true,false,"Advances unmanned aircraft systems and AI technologies through research, education, and financial support. Establishes data management strategies and interagency coordination. Allocates funding from fiscal years 2024 to 2028 for eligible entities to enhance DOE missions.","Mandates the Secretary of Energy to execute a cross-cutting research, development, and demonstration program for unmanned aircraft system (UAS) technologies, including artificial intelligence.

Requires coordination across relevant DOE offices, including the Artificial Intelligence Technology Office.

Requires the Secretary to set goals for unmanned aircraft systems research; build on existing research efforts; provide undergraduate and graduate training across AI, machine learning, sensing, materials, and energy technologies; establish a robust, interoperable data management strategy; and support dedicated institutes to advance unmanned aircraft systems and DOE mission priorities.

Awards financial assistance for research in both fundamental S&T areas and applications.

Mandates the Secretary to promote technology transfer by partnering with industry,
make available DOE research facilities and high-performance computing infrastructure, and coordinate with other federal departments to avoid duplication and ensure complementary activities.

Authorizes appropriations totaling $276,282,638 from fiscal years 2024 to 2028.",Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Government support;Strategies: Pilots and testbeds,false,2024-05-24,https://www.congress.gov/bill/118th-congress/house-bill/3560/text,false,,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
788,"National Drone and Advanced Air Mobility Research and Development Act, Title IV (""National Science Foundation Activities"")","Drone R&D Act, Title IV (""NSF Activities"")",https://www.congress.gov/bill/118th-congress/house-bill/3560,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-05-22,true,false,true,false,"Supports research and education on AI integration into advanced air mobility and unmanned aircraft, encouraging ethical use, cybersecurity, data management, and workforce development. Establishes partnerships and coordinates with agencies to enhance domestic development, allocating specific funds through 2028.","Mandates the National Science Foundation (NSF) to support research and STEM education in advanced air mobility and unmanned aircraft systems.

Supports fundamental research on technologies including AI, safety, autonomous control, materials, and communications systems.

Funds research on practical applications such as weather prediction, disaster response, and infrastructure monitoring.

Supports research on data modeling, validation, security, and ethical use, including privacy concerns.

Encourages middle and high school STEM education related to unmanned aircraft systems through curriculum development and student engagement activities.

Promotes undergraduate and graduate education through curriculum development, hands-on research opportunities, and scholarships.

Develops a skilled technical workforce, including veterans, through national centers and community college programs.

Facilitates public-private partnerships and interagency coordination to avoid research duplication.

Authorizes appropriations increasing from $50 million in 2024 to nearly $61 million in 2028.",Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Risk factors: Reliability;Risk factors: Security;Risk factors: Security: Cybersecurity;Risk factors: Privacy;Applications: Agriculture and resource extraction;Applications: Education;Strategies: Convening;Strategies: Government support,false,2024-05-24,https://www.congress.gov/bill/118th-congress/house-bill/3560/text,false,,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
657,Food and Agriculture Industry Cybersecurity Support Act,Food and Agriculture Industry Cybersecurity Support Act,https://www.congress.gov/bill/118th-congress/senate-bill/2393,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-07-19,true,false,true,false,Establishes a cybersecurity clearinghouse for the food and agriculture industry. Requires consolidation of cybersecurity recommendations and consultations with various stakeholders. Mandates a study on federal efforts to improve industry cybersecurity.,"Defines key terms for NTIA Food and Agriculture Cybersecurity Clearinghouse, including ""cybersecurity risk"" and ""food and agriculture industry.""

Establishes a food and agriculture cybersecurity clearinghouse within the NTIA to provide publicly available online resources focused on cybersecurity for the food and agriculture industry.

Requires the clearinghouse to be publicly available online and provide current cybersecurity resources focused on the food and agriculture industry, a support request mechanism, regularly updated FAQ section, and targeted materials for small and non-technical users on critical cybersecurity protections.

Requires the Assistant Secretary to work with relevant agencies to consolidate public and private sector best practices into a set of voluntary cybersecurity recommendations for the food and agriculture industry, including risk-based and cybersecurity-informed engineering, system control planning, protection measures, threat defenses, ransomware response, and data integrity recommendations.

Instructs the Assistant Secretary to consult with private sector, federal agencies, trade groups, and civil society organizations in implementing the clearinghouse.

Directs the Comptroller General to study and report on federal efforts to improve cybersecurity in the food and agriculture industry, evaluating effectiveness, resources, coordination, and potential risks of coordinated attacks.

Sunsets the section seven years after enactment.",Strategies: New institution;Strategies: Disclosure;Risk factors: Security;Risk factors: Security: Cybersecurity;Strategies: Convening;Risk factors: Security;Risk factors: Security: Cybersecurity;Risk factors: Reliability: Robustness;Risk factors: Reliability;Strategies: Convening;Strategies: Government study or report;Strategies: Government study or report;Strategies: Convening;Strategies: Convening,false,2024-05-27,https://www.congress.gov/bill/118th-congress/senate-bill/2393/text,false,,,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
489,Technology Workforce Framework Act of 2024,S. 3792 Technology Workforce Framework Act ,https://www.congress.gov/bill/118th-congress/senate-bill/3792,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-02-08,false,false,false,false,Requires the Director of the National Institute of Standards and Technology to develop and update an AI workforce framework. Expands NIST's functions to include workforce frameworks for emerging technologies. Mandates reports to Congress on frameworks and their applications.,"Expands the functions of the National Institute of Standards and Technology (NIST) to include developing workforce frameworks for critical and emerging technologies, including artificial intelligence (AI).

Requires the Director of NIST to develop, maintain, and update an AI workforce framework and review it at least every three years.

Mandates the inclusion of professional, support, and operational skills in AI workforce frameworks, considering nontraditional backgrounds.

Instructs the Director to consult with various stakeholders, including federal agencies and educational institutions, in developing these frameworks.

Obliges the Director to produce multilingual resources to support global adoption of these frameworks.

Requires periodic reports to Congress on updates and the process of reviewing workforce frameworks, including the National Initiative for Cybersecurity Education Workforce Framework for Cybersecurity.

Directs the development and publication of additional workforce frameworks for other critical technologies, such as quantum information science.",,true,2024-05-23,https://www.congress.gov/bill/118th-congress/senate-bill/3792/text,false,,,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
615,Preventing Adversaries from Developing Critical Capabilities Act,Preventing Adversaries from Developing Critical Capabilities Act,https://www.congress.gov/bill/118th-congress/house-bill/6349,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-11-09,false,false,true,false,"Defines “covered sectors” to include artificial intelligence and directs the President to identify such technologies posing national security risks when developed or acquired by countries of concern. Requires regulations to prohibit certain covered activities, mandate notification for others, and authorizes enforcement, reporting, and penalties to implement these restrictions.","Prohibits U.S. persons from engaging in covered activities involving certain technologies and products in countries of concern, particularly in sectors like AI, if they pose acute national security threats.

Requires the President to annually identify and publish lists of such critical technologies and products.

Mandates U.S. persons to notify the President of any covered activities that may threaten national security.

Empowers the President to impose civil penalties for violations and to delegate enforcement authority to federal agencies.

Encourages bilateral and multilateral engagements to promote compliance with these prohibitions and notifications.

Allocates $25 million annually for implementation and allows direct hiring to support administration.

Permits the President to issue waivers for activities deemed in the national interest, with required congressional notification.",,true,2024-05-27,https://www.congress.gov/bill/118th-congress/house-bill/6349/text,false,,,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1337,"American Privacy Rights Act of 2024, Sec. 114-5","American Privacy Rights Act of 2024, Sec. 114-5",https://www.congress.gov/bill/118th-congress/house-bill/8818,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-06-25,true,false,false,false,Establishes a pilot program to promote privacy-enhancing technologies like homomorphic encryption and federated learning. Requires development of a petition process and an auditing system for oversight. Mandates ongoing audits and allows withdrawal for non-compliance. Provides liability limitations for compliant participants.,"Establishes a pilot program to encourage private sector use of privacy-enhancing technologies within one year of the Act's enactment to protect covered data.

Requires the Commission to develop a petition process for entities to join the pilot program and implement an auditing system using privacy-enhancing technologies for enforcement purposes.

Mandates ongoing audits of participating entities to ensure compliance with privacy-enhancing technologies.

Allows covered entities deemed compliant to be considered in compliance with section 109, with a rebuttable presumption in certain legal actions.

Obligates the Comptroller General to study the pilot program's progress and effectiveness, with an initial briefing and a final report to Congress.

Creates a new bureau within the Federal Trade Commission (FTC) to enforce the title with experts, including technologists experienced with AI.

Establishes a Privacy and Security Victims Relief Fund for consumer redress and technological research.

Requires the FTC to report to Congress on investigations and future plans related to the title.",,false,2024-10-09,https://www.congress.gov/bill/118th-congress/house-bill/8818,false,,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
907,Comment Integrity and Management Act of 2024,Comment Integrity and Management Act,https://www.congress.gov/bill/118th-congress/house-bill/7528,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-03-05,true,false,true,false,"Amends the E-Government Act to require verification of human origin for electronic comments, identify mass and AI-generated comments, and allow agencies to post representative samples. Directs OMB to issue guidance for managing these comments and mandates policy updates.","Amends the E-Government Act of 2002 to improve the handling of mass and computer-generated comments in the regulatory review process.

Requires agencies to verify whether electronic comments are submitted by humans.

Mandates agencies to identify and label mass comments and allows agencies to post representative samples of these comments.

Directs the Office of Management and Budget (OMB) to issue guidance on verifying human submissions and managing mass comments, including the use of technology tools.

Obliges agencies to establish and publicly post policies on handling computer-generated and mass comments within one year of enactment.

Compels the Government Accountability Office (GAO) to report on the identification and impact of computer-generated comments within two years.",Strategies: Government study or report,false,2024-06-06,https://www.congress.gov/bill/118th-congress/house-bill/7528/text,false,,,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408,Strategy for Public Health Preparedness and Response to Artificial Intelligence Threats,S. 2346 (Public Health Response to AI),https://www.congress.gov/bill/118th-congress/senate-bill/2346,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-07-18,true,false,true,false,"Requires the Secretary of Health and Human Services to develop and report to Congress a strategy addressing AI misuse threats to national health security. Involves public health preparedness, identifying gaps, and mitigating risks like biological weapons.","Mandates the Secretary of Health and Human Services to develop a strategy for public health preparedness and response to artificial intelligence (AI) threats within 180 days of enactment with the following requirements: a framework for public health preparedness and response to mitigate the risks of misuse of artificial intelligence; an outline of the duties, functions, and preparedness goals for which the Secretary is responsible; gaps in public health capabilities and strategies to address these gaps and strengthen emergency preparedness against AI threats; strategies to mitigate risks, such as the development of biological weapons and treatment-resistant viruses and bacteria.

Requires the strategy to be submitted to relevant congressional committees without compromising national security.

Amends the Public Health Service Act to integrate this AI threat strategy into the broader federal response to public health emergencies.",Strategies: Government study or report;Risk factors: Safety;Strategies: Convening,false,2024-05-20,https://www.congress.gov/bill/118th-congress/senate-bill/2346/text,false,,,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
