src_id,relation,dst_id,layer,sponsor_bioguide
document:579,SPONSORED_BY,sponsor:B001267,1,
document:511,SPONSORED_BY,sponsor:J000308,1,
document:1223,SPONSORED_BY,sponsor:L000582,1,
document:1264,SPONSORED_BY,sponsor:J000032,1,
document:840,SPONSORED_BY,sponsor:G000546,1,
document:405,SPONSORED_BY,sponsor:G000579,1,
document:481,SPONSORED_BY,sponsor:S001194,1,
document:571,SPONSORED_BY,sponsor:P000595,1,
document:435,SPONSORED_BY,sponsor:M001222,1,
document:523,SPONSORED_BY,sponsor:P000595,1,
document:2046,SPONSORED_BY,sponsor:D000563,1,
document:867,SPONSORED_BY,sponsor:C001091,1,
document:456,SPONSORED_BY,sponsor:E000297,1,
document:520,SPONSORED_BY,sponsor:S001208,1,
document:2000,SPONSORED_BY,sponsor:C001053,1,
document:2001,SPONSORED_BY,sponsor:C001053,1,
document:1998,SPONSORED_BY,sponsor:C001053,1,
document:1903,SPONSORED_BY,sponsor:S001181,1,
document:1919,SPONSORED_BY,sponsor:C001113,1,
document:1999,SPONSORED_BY,sponsor:C001053,1,
document:70,SPONSORED_BY,sponsor:K000389,1,
document:6,SPONSORED_BY,sponsor:D000191,1,
document:78,SPONSORED_BY,sponsor:R000577,1,
document:66,SPONSORED_BY,sponsor:C001063,1,
document:60,SPONSORED_BY,sponsor:C001113,1,
document:3,SPONSORED_BY,sponsor:S001217,1,
document:2,SPONSORED_BY,sponsor:S001217,1,
document:34,SPONSORED_BY,sponsor:W000437,1,
document:26,SPONSORED_BY,sponsor:H000601,1,
document:1,SPONSORED_BY,sponsor:S001217,1,
document:11,SPONSORED_BY,sponsor:D000191,1,
document:15,SPONSORED_BY,sponsor:D000191,1,
document:7,SPONSORED_BY,sponsor:D000191,1,
document:16,SPONSORED_BY,sponsor:D000191,1,
document:4,SPONSORED_BY,sponsor:S001217,1,
document:200,SPONSORED_BY,sponsor:R000575,1,
document:186,SPONSORED_BY,sponsor:R000575,1,
document:194,SPONSORED_BY,sponsor:R000575,1,
document:196,SPONSORED_BY,sponsor:R000575,1,
document:190,SPONSORED_BY,sponsor:R000575,1,
document:240,SPONSORED_BY,sponsor:R000575,1,
document:204,SPONSORED_BY,sponsor:R000575,1,
document:201,SPONSORED_BY,sponsor:R000575,1,
document:203,SPONSORED_BY,sponsor:R000575,1,
document:197,SPONSORED_BY,sponsor:R000575,1,
document:189,SPONSORED_BY,sponsor:R000575,1,
document:195,SPONSORED_BY,sponsor:R000575,1,
document:198,SPONSORED_BY,sponsor:R000575,1,
document:241,SPONSORED_BY,sponsor:R000575,1,
document:191,SPONSORED_BY,sponsor:R000575,1,
document:202,SPONSORED_BY,sponsor:R000575,1,
document:188,SPONSORED_BY,sponsor:R000575,1,
document:192,SPONSORED_BY,sponsor:R000575,1,
document:205,SPONSORED_BY,sponsor:R000575,1,
document:193,SPONSORED_BY,sponsor:R000575,1,
document:187,SPONSORED_BY,sponsor:R000575,1,
document:199,SPONSORED_BY,sponsor:R000575,1,
document:227,SPONSORED_BY,sponsor:D000191,1,
document:12,SPONSORED_BY,sponsor:D000191,1,
document:9,SPONSORED_BY,sponsor:D000191,1,
document:238,SPONSORED_BY,sponsor:D000191,1,
document:231,SPONSORED_BY,sponsor:D000191,1,
document:235,SPONSORED_BY,sponsor:D000191,1,
document:8,SPONSORED_BY,sponsor:D000191,1,
document:223,SPONSORED_BY,sponsor:D000191,1,
document:226,SPONSORED_BY,sponsor:D000191,1,
document:228,SPONSORED_BY,sponsor:D000191,1,
document:230,SPONSORED_BY,sponsor:D000191,1,
document:239,SPONSORED_BY,sponsor:D000191,1,
document:232,SPONSORED_BY,sponsor:D000191,1,
document:236,SPONSORED_BY,sponsor:D000191,1,
document:229,SPONSORED_BY,sponsor:D000191,1,
document:17,SPONSORED_BY,sponsor:D000191,1,
document:234,SPONSORED_BY,sponsor:D000191,1,
document:224,SPONSORED_BY,sponsor:D000191,1,
document:237,SPONSORED_BY,sponsor:D000191,1,
document:14,SPONSORED_BY,sponsor:D000191,1,
document:13,SPONSORED_BY,sponsor:D000191,1,
document:225,SPONSORED_BY,sponsor:D000191,1,
document:5,SPONSORED_BY,sponsor:D000191,1,
document:1161,SPONSORED_BY,sponsor:D000191,1,
document:10,SPONSORED_BY,sponsor:D000191,1,
document:233,SPONSORED_BY,sponsor:D000191,1,
document:217,SPONSORED_BY,sponsor:S001217,1,
document:215,SPONSORED_BY,sponsor:S001217,1,
document:216,SPONSORED_BY,sponsor:S001217,1,
document:213,SPONSORED_BY,sponsor:S001217,1,
document:218,SPONSORED_BY,sponsor:S001217,1,
document:212,SPONSORED_BY,sponsor:S001217,1,
document:211,SPONSORED_BY,sponsor:S001217,1,
document:214,SPONSORED_BY,sponsor:S001217,1,
document:28,SPONSORED_BY,sponsor:P000595,1,
document:61,SPONSORED_BY,sponsor:C001063,1,
document:52,SPONSORED_BY,sponsor:J000294,1,
document:54,SPONSORED_BY,sponsor:C001078,1,
document:55,SPONSORED_BY,sponsor:C001078,1,
document:69,SPONSORED_BY,sponsor:C001063,1,
document:27,SPONSORED_BY,sponsor:P000595,1,
document:68,SPONSORED_BY,sponsor:C001063,1,
document:64,SPONSORED_BY,sponsor:C001063,1,
document:163,SPONSORED_BY,sponsor:D000191,1,
document:57,SPONSORED_BY,sponsor:D000191,1,
document:79,SPONSORED_BY,sponsor:R000577,1,
document:162,SPONSORED_BY,sponsor:D000191,1,
document:65,SPONSORED_BY,sponsor:C001063,1,
document:58,SPONSORED_BY,sponsor:D000191,1,
document:80,SPONSORED_BY,sponsor:R000577,1,
document:75,SPONSORED_BY,sponsor:R000577,1,
document:164,SPONSORED_BY,sponsor:D000191,1,
document:76,SPONSORED_BY,sponsor:R000577,1,
document:67,SPONSORED_BY,sponsor:C001063,1,
document:56,SPONSORED_BY,sponsor:D000191,1,
document:77,SPONSORED_BY,sponsor:R000577,1,
document:63,SPONSORED_BY,sponsor:C001063,1,
document:165,SPONSORED_BY,sponsor:D000191,1,
document:1244,SPONSORED_BY,sponsor:K000398,1,
document:1234,SPONSORED_BY,sponsor:R000595,1,
document:403,SPONSORED_BY,sponsor:M001183,1,
document:473,SPONSORED_BY,sponsor:B001267,1,
document:576,SPONSORED_BY,sponsor:M001198,1,
document:1208,SPONSORED_BY,sponsor:S001150,1,
document:851,SPONSORED_BY,sponsor:R000608,1,
document:1891,SPONSORED_BY,sponsor:C001056,1,
document:1887,SPONSORED_BY,sponsor:R000615,1,
document:1988,SPONSORED_BY,sponsor:C001098,1,
document:1921,SPONSORED_BY,sponsor:W000187,1,
document:1900,SPONSORED_BY,sponsor:W000800,1,
document:1896,SPONSORED_BY,sponsor:S001217,1,
document:1923,SPONSORED_BY,sponsor:H000273,1,
document:1981,SPONSORED_BY,sponsor:S000770,1,
document:1980,SPONSORED_BY,sponsor:S000770,1,
document:1901,SPONSORED_BY,sponsor:B001243,1,
document:1927,SPONSORED_BY,sponsor:P000145,1,
document:1913,SPONSORED_BY,sponsor:W000817,1,
document:1924,SPONSORED_BY,sponsor:W000800,1,
document:1929,SPONSORED_BY,sponsor:K000400,1,
document:1926,SPONSORED_BY,sponsor:B000740,1,
document:1912,SPONSORED_BY,sponsor:C001056,1,
document:1920,SPONSORED_BY,sponsor:W000187,1,
document:1961,SPONSORED_BY,sponsor:C000141,1,
document:1886,SPONSORED_BY,sponsor:W000805,1,
document:1894,SPONSORED_BY,sponsor:W000817,1,
document:1975,SPONSORED_BY,sponsor:C000127,1,
document:1986,SPONSORED_BY,sponsor:F000450,1,
document:1904,SPONSORED_BY,sponsor:S001227,1,
document:1922,SPONSORED_BY,sponsor:C001114,1,
document:1987,SPONSORED_BY,sponsor:F000450,1,
document:850,SPONSORED_BY,sponsor:C001125,1,
document:891,SPONSORED_BY,sponsor:H001077,1,
document:1198,SPONSORED_BY,sponsor:W000800,1,
document:1690,SPONSORED_BY,sponsor:G000555,1,
document:795,SPONSORED_BY,sponsor:H001086,1,
document:826,SPONSORED_BY,sponsor:C001067,1,
document:534,SPONSORED_BY,sponsor:C001056,1,
document:906,SPONSORED_BY,sponsor:C001108,1,
document:410,SPONSORED_BY,sponsor:L000582,1,
document:1293,SPONSORED_BY,sponsor:C001098,1,
document:508,SPONSORED_BY,sponsor:S001198,1,
document:394,SPONSORED_BY,sponsor:R000605,1,
document:554,SPONSORED_BY,sponsor:S001194,1,
document:418,SPONSORED_BY,sponsor:W000779,1,
document:641,SPONSORED_BY,sponsor:C001097,1,
document:466,SPONSORED_BY,sponsor:D000230,1,
document:499,SPONSORED_BY,sponsor:B001299,1,
document:468,SPONSORED_BY,sponsor:L000491,1,
document:832,SPONSORED_BY,sponsor:B001278,1,
document:836,SPONSORED_BY,sponsor:E000215,1,
document:985,SPONSORED_BY,sponsor:S000168,1,
document:504,SPONSORED_BY,sponsor:B001310,1,
document:828,SPONSORED_BY,sponsor:W000788,1,
document:811,SPONSORED_BY,sponsor:P000595,1,
document:888,SPONSORED_BY,sponsor:S001209,1,
document:824,SPONSORED_BY,sponsor:C001113,1,
document:984,SPONSORED_BY,sponsor:S000168,1,
document:315,SPONSORED_BY,sponsor:E000215,1,
document:396,SPONSORED_BY,sponsor:H001090,1,
document:397,SPONSORED_BY,sponsor:M000934,1,
document:395,SPONSORED_BY,sponsor:T000250,1,
document:398,SPONSORED_BY,sponsor:H001089,1,
document:416,SPONSORED_BY,sponsor:T000472,1,
document:414,SPONSORED_BY,sponsor:M000133,1,
document:429,SPONSORED_BY,sponsor:S001183,1,
document:411,SPONSORED_BY,sponsor:W000805,1,
document:401,SPONSORED_BY,sponsor:J000308,1,
document:402,SPONSORED_BY,sponsor:E000215,1,
document:408,SPONSORED_BY,sponsor:B001305,1,
document:399,SPONSORED_BY,sponsor:R000605,1,
document:415,SPONSORED_BY,sponsor:K000367,1,
document:450,SPONSORED_BY,sponsor:L000582,1,
document:439,SPONSORED_BY,sponsor:S000168,1,
document:437,SPONSORED_BY,sponsor:P000595,1,
document:432,SPONSORED_BY,sponsor:P000595,1,
document:436,SPONSORED_BY,sponsor:B001292,1,
document:451,SPONSORED_BY,sponsor:S001145,1,
document:448,SPONSORED_BY,sponsor:T000486,1,
document:433,SPONSORED_BY,sponsor:P000620,1,
document:443,SPONSORED_BY,sponsor:D000032,1,
document:440,SPONSORED_BY,sponsor:B001267,1,
document:422,SPONSORED_BY,sponsor:S001208,1,
document:449,SPONSORED_BY,sponsor:W000805,1,
document:420,SPONSORED_BY,sponsor:W000804,1,
document:441,SPONSORED_BY,sponsor:L000589,1,
document:428,SPONSORED_BY,sponsor:B001298,1,
document:438,SPONSORED_BY,sponsor:S001215,1,
document:431,SPONSORED_BY,sponsor:D000622,1,
document:442,SPONSORED_BY,sponsor:S001217,1,
document:462,SPONSORED_BY,sponsor:L000570,1,
document:453,SPONSORED_BY,sponsor:S001225,1,
document:460,SPONSORED_BY,sponsor:F000446,1,
document:467,SPONSORED_BY,sponsor:M000194,1,
document:471,SPONSORED_BY,sponsor:B001303,1,
document:452,SPONSORED_BY,sponsor:S001200,1,
document:461,SPONSORED_BY,sponsor:S001181,1,
document:489,SPONSORED_BY,sponsor:P000595,1,
document:400,SPONSORED_BY,sponsor:E000215,1,
document:483,SPONSORED_BY,sponsor:K000385,1,
document:494,SPONSORED_BY,sponsor:D000563,1,
document:485,SPONSORED_BY,sponsor:W000805,1,
document:517,SPONSORED_BY,sponsor:K000367,1,
document:484,SPONSORED_BY,sponsor:O000019,1,
document:540,SPONSORED_BY,sponsor:W000437,1,
document:487,SPONSORED_BY,sponsor:L000570,1,
document:486,SPONSORED_BY,sponsor:W000814,1,
document:539,SPONSORED_BY,sponsor:L000551,1,
document:497,SPONSORED_BY,sponsor:D000032,1,
document:510,SPONSORED_BY,sponsor:S001215,1,
document:788,SPONSORED_BY,sponsor:L000491,1,
document:787,SPONSORED_BY,sponsor:L000491,1,
document:791,SPONSORED_BY,sponsor:R000595,1,
document:802,SPONSORED_BY,sponsor:L000491,1,
document:500,SPONSORED_BY,sponsor:D000624,1,
document:796,SPONSORED_BY,sponsor:L000491,1,
document:790,SPONSORED_BY,sponsor:L000491,1,
document:797,SPONSORED_BY,sponsor:L000491,1,
document:789,SPONSORED_BY,sponsor:L000491,1,
document:792,SPONSORED_BY,sponsor:R000595,1,
document:798,SPONSORED_BY,sponsor:L000491,1,
document:799,SPONSORED_BY,sponsor:L000491,1,
document:800,SPONSORED_BY,sponsor:L000491,1,
document:801,SPONSORED_BY,sponsor:L000491,1,
document:793,SPONSORED_BY,sponsor:B001277,1,
document:529,SPONSORED_BY,sponsor:S001211,1,
document:531,SPONSORED_BY,sponsor:D000563,1,
document:568,SPONSORED_BY,sponsor:R000305,1,
document:532,SPONSORED_BY,sponsor:R000595,1,
document:806,SPONSORED_BY,sponsor:R000584,1,
document:546,SPONSORED_BY,sponsor:W000805,1,
document:581,SPONSORED_BY,sponsor:L000575,1,
document:804,SPONSORED_BY,sponsor:D000623,1,
document:805,SPONSORED_BY,sponsor:R000584,1,
document:823,SPONSORED_BY,sponsor:D000615,1,
document:652,SPONSORED_BY,sponsor:C001070,1,
document:522,SPONSORED_BY,sponsor:D000216,1,
document:830,SPONSORED_BY,sponsor:S001195,1,
document:556,SPONSORED_BY,sponsor:D000032,1,
document:614,SPONSORED_BY,sponsor:F000246,1,
document:590,SPONSORED_BY,sponsor:R000618,1,
document:515,SPONSORED_BY,sponsor:W000828,1,
document:572,SPONSORED_BY,sponsor:G000558,1,
document:597,SPONSORED_BY,sponsor:E000295,1,
document:615,SPONSORED_BY,sponsor:M001157,1,
document:557,SPONSORED_BY,sponsor:B001275,1,
document:530,SPONSORED_BY,sponsor:S001215,1,
document:519,SPONSORED_BY,sponsor:C001129,1,
document:580,SPONSORED_BY,sponsor:M001137,1,
document:541,SPONSORED_BY,sponsor:C001070,1,
document:815,SPONSORED_BY,sponsor:M000639,1,
document:533,SPONSORED_BY,sponsor:C001113,1,
document:820,SPONSORED_BY,sponsor:G000546,1,
document:592,SPONSORED_BY,sponsor:K000401,1,
document:524,SPONSORED_BY,sponsor:P000595,1,
document:596,SPONSORED_BY,sponsor:K000397,1,
document:560,SPONSORED_BY,sponsor:C001113,1,
document:810,SPONSORED_BY,sponsor:T000463,1,
document:601,SPONSORED_BY,sponsor:C001056,1,
document:566,SPONSORED_BY,sponsor:P000034,1,
document:655,SPONSORED_BY,sponsor:B000740,1,
document:816,SPONSORED_BY,sponsor:M000639,1,
document:525,SPONSORED_BY,sponsor:L000589,1,
document:607,SPONSORED_BY,sponsor:O000174,1,
document:822,SPONSORED_BY,sponsor:L000566,1,
document:807,SPONSORED_BY,sponsor:U000040,1,
document:809,SPONSORED_BY,sponsor:T000463,1,
document:829,SPONSORED_BY,sponsor:S000033,1,
document:819,SPONSORED_BY,sponsor:S001183,1,
document:818,SPONSORED_BY,sponsor:M000639,1,
document:593,SPONSORED_BY,sponsor:P000614,1,
document:814,SPONSORED_BY,sponsor:W000805,1,
document:657,SPONSORED_BY,sponsor:R000605,1,
document:573,SPONSORED_BY,sponsor:G000583,1,
document:808,SPONSORED_BY,sponsor:L000491,1,
document:813,SPONSORED_BY,sponsor:W000805,1,
document:617,SPONSORED_BY,sponsor:M001169,1,
document:583,SPONSORED_BY,sponsor:P000614,1,
document:821,SPONSORED_BY,sponsor:C001070,1,
document:817,SPONSORED_BY,sponsor:M000639,1,
document:591,SPONSORED_BY,sponsor:T000467,1,
document:582,SPONSORED_BY,sponsor:G000574,1,
document:834,SPONSORED_BY,sponsor:S001218,1,
document:672,SPONSORED_BY,sponsor:F000463,1,
document:841,SPONSORED_BY,sponsor:L000571,1,
document:678,SPONSORED_BY,sponsor:R000584,1,
document:666,SPONSORED_BY,sponsor:S001209,1,
document:837,SPONSORED_BY,sponsor:E000215,1,
document:915,SPONSORED_BY,sponsor:S001183,1,
document:917,SPONSORED_BY,sponsor:R000608,1,
document:881,SPONSORED_BY,sponsor:C001056,1,
document:914,SPONSORED_BY,sponsor:G000359,1,
document:659,SPONSORED_BY,sponsor:S001184,1,
document:721,SPONSORED_BY,sponsor:C001095,1,
document:844,SPONSORED_BY,sponsor:W000822,1,
document:604,SPONSORED_BY,sponsor:C001066,1,
document:843,SPONSORED_BY,sponsor:R000608,1,
document:886,SPONSORED_BY,sponsor:T000481,1,
document:880,SPONSORED_BY,sponsor:P000595,1,
document:982,SPONSORED_BY,sponsor:S000185,1,
document:894,SPONSORED_BY,sponsor:C001117,1,
document:872,SPONSORED_BY,sponsor:B001295,1,
document:857,SPONSORED_BY,sponsor:B001281,1,
document:898,SPONSORED_BY,sponsor:B001300,1,
document:883,SPONSORED_BY,sponsor:E000215,1,
document:704,SPONSORED_BY,sponsor:V000133,1,
document:879,SPONSORED_BY,sponsor:C001110,1,
document:911,SPONSORED_BY,sponsor:W000805,1,
document:874,SPONSORED_BY,sponsor:S001150,1,
document:905,SPONSORED_BY,sponsor:B001302,1,
document:887,SPONSORED_BY,sponsor:S001194,1,
document:865,SPONSORED_BY,sponsor:L000600,1,
document:852,SPONSORED_BY,sponsor:M001157,1,
document:986,SPONSORED_BY,sponsor:S000168,1,
document:864,SPONSORED_BY,sponsor:H001046,1,
document:1003,SPONSORED_BY,sponsor:C001088,1,
document:996,SPONSORED_BY,sponsor:T000467,1,
document:993,SPONSORED_BY,sponsor:H001082,1,
document:907,SPONSORED_BY,sponsor:H001077,1,
document:889,SPONSORED_BY,sponsor:W000800,1,
document:882,SPONSORED_BY,sponsor:N000193,1,
document:998,SPONSORED_BY,sponsor:T000467,1,
document:988,SPONSORED_BY,sponsor:H001082,1,
document:1002,SPONSORED_BY,sponsor:L000551,1,
document:897,SPONSORED_BY,sponsor:S001183,1,
document:901,SPONSORED_BY,sponsor:M000194,1,
document:855,SPONSORED_BY,sponsor:W000805,1,
document:997,SPONSORED_BY,sponsor:T000467,1,
document:682,SPONSORED_BY,sponsor:S001194,1,
document:994,SPONSORED_BY,sponsor:H001082,1,
document:990,SPONSORED_BY,sponsor:H001082,1,
document:878,SPONSORED_BY,sponsor:R000615,1,
document:1000,SPONSORED_BY,sponsor:G000546,1,
document:1001,SPONSORED_BY,sponsor:M001157,1,
document:999,SPONSORED_BY,sponsor:G000546,1,
document:896,SPONSORED_BY,sponsor:K000367,1,
document:885,SPONSORED_BY,sponsor:R000615,1,
document:1007,SPONSORED_BY,sponsor:L000397,1,
document:1009,SPONSORED_BY,sponsor:B001257,1,
document:902,SPONSORED_BY,sponsor:S001194,1,
document:856,SPONSORED_BY,sponsor:B001281,1,
document:860,SPONSORED_BY,sponsor:C000127,1,
document:1010,SPONSORED_BY,sponsor:F000450,1,
document:1011,SPONSORED_BY,sponsor:D000618,1,
document:1016,SPONSORED_BY,sponsor:M001169,1,
document:611,SPONSORED_BY,sponsor:B001275,1,
document:1014,SPONSORED_BY,sponsor:W000779,1,
document:854,SPONSORED_BY,sponsor:B001288,1,
document:849,SPONSORED_BY,sponsor:H001085,1,
document:845,SPONSORED_BY,sponsor:C000127,1,
document:1222,SPONSORED_BY,sponsor:O000019,1,
document:1197,SPONSORED_BY,sponsor:L000571,1,
document:1241,SPONSORED_BY,sponsor:W000800,1,
document:1274,SPONSORED_BY,sponsor:M001183,1,
document:1230,SPONSORED_BY,sponsor:H001072,1,
document:1259,SPONSORED_BY,sponsor:H000273,1,
document:1304,SPONSORED_BY,sponsor:C000127,1,
document:1320,SPONSORED_BY,sponsor:D000096,1,
document:1303,SPONSORED_BY,sponsor:P000595,1,
document:1280,SPONSORED_BY,sponsor:B001313,1,
document:326,SPONSORED_BY,sponsor:W000815,1,
document:1297,SPONSORED_BY,sponsor:C001078,1,
document:1246,SPONSORED_BY,sponsor:C001129,1,
document:1251,SPONSORED_BY,sponsor:K000377,1,
document:1305,SPONSORED_BY,sponsor:M001206,1,
document:1247,SPONSORED_BY,sponsor:C001134,1,
document:1212,SPONSORED_BY,sponsor:E000295,1,
document:1225,SPONSORED_BY,sponsor:B001307,1,
document:1245,SPONSORED_BY,sponsor:D000032,1,
document:1283,SPONSORED_BY,sponsor:S001183,1,
document:1219,SPONSORED_BY,sponsor:B001320,1,
document:1202,SPONSORED_BY,sponsor:R000305,1,
document:1227,SPONSORED_BY,sponsor:G000591,1,
document:1216,SPONSORED_BY,sponsor:S001208,1,
document:1337,SPONSORED_BY,sponsor:M001159,1,
document:1206,SPONSORED_BY,sponsor:W000828,1,
document:1265,SPONSORED_BY,sponsor:J000032,1,
document:1312,SPONSORED_BY,sponsor:L000491,1,
document:1221,SPONSORED_BY,sponsor:F000472,1,
document:1258,SPONSORED_BY,sponsor:P000618,1,
document:1205,SPONSORED_BY,sponsor:P000595,1,
document:1239,SPONSORED_BY,sponsor:M000133,1,
document:1306,SPONSORED_BY,sponsor:L000491,1,
document:1218,SPONSORED_BY,sponsor:D000563,1,
document:1287,SPONSORED_BY,sponsor:M000133,1,
document:1233,SPONSORED_BY,sponsor:C001121,1,
document:1288,SPONSORED_BY,sponsor:Y000064,1,
document:1269,SPONSORED_BY,sponsor:M001176,1,
document:1209,SPONSORED_BY,sponsor:K000389,1,
document:1307,SPONSORED_BY,sponsor:L000598,1,
document:1232,SPONSORED_BY,sponsor:F000454,1,
document:1296,SPONSORED_BY,sponsor:T000469,1,
document:1290,SPONSORED_BY,sponsor:L000577,1,
document:1248,SPONSORED_BY,sponsor:R000605,1,
document:1298,SPONSORED_BY,sponsor:M001198,1,
document:1311,SPONSORED_BY,sponsor:B001318,1,
document:1249,SPONSORED_BY,sponsor:R000605,1,
document:1343,SPONSORED_BY,sponsor:B001277,1,
document:1316,SPONSORED_BY,sponsor:L000577,1,
document:288,SPONSORED_BY,sponsor:C001070,1,
document:1348,SPONSORED_BY,sponsor:L000551,1,
document:1344,SPONSORED_BY,sponsor:H001090,1,
document:328,SPONSORED_BY,sponsor:W000817,1,
document:1270,SPONSORED_BY,sponsor:C000127,1,
document:1263,SPONSORED_BY,sponsor:J000032,1,
document:327,SPONSORED_BY,sponsor:W000817,1,
document:1199,SPONSORED_BY,sponsor:R000605,1,
document:1201,SPONSORED_BY,sponsor:M000133,1,
document:1261,SPONSORED_BY,sponsor:R000605,1,
document:1353,SPONSORED_BY,sponsor:W000821,1,
document:1346,SPONSORED_BY,sponsor:S001198,1,
document:1341,SPONSORED_BY,sponsor:W000805,1,
document:1338,SPONSORED_BY,sponsor:W000805,1,
document:1352,SPONSORED_BY,sponsor:W000821,1,
document:1342,SPONSORED_BY,sponsor:W000805,1,
document:1357,SPONSORED_BY,sponsor:B001260,1,
document:1319,SPONSORED_BY,sponsor:Y000064,1,
document:1214,SPONSORED_BY,sponsor:T000469,1,
document:323,SPONSORED_BY,sponsor:M001221,1,
document:1231,SPONSORED_BY,sponsor:K000376,1,
document:320,SPONSORED_BY,sponsor:F000472,1,
document:496,SPONSORED_BY,sponsor:S001190,1,
document:1358,SPONSORED_BY,sponsor:C001070,1,
document:322,SPONSORED_BY,sponsor:G000590,1,
document:1371,SPONSORED_BY,sponsor:C001088,1,
document:1200,SPONSORED_BY,sponsor:G000590,1,
document:457,SPONSORED_BY,sponsor:C001070,1,
document:1375,SPONSORED_BY,sponsor:H001068,1,
document:1276,SPONSORED_BY,sponsor:A000372,1,
document:1372,SPONSORED_BY,sponsor:M001190,1,
document:1374,SPONSORED_BY,sponsor:H001068,1,
document:1242,SPONSORED_BY,sponsor:C001088,1,
document:1310,SPONSORED_BY,sponsor:G000598,1,
document:1392,SPONSORED_BY,sponsor:B001267,1,
document:1391,SPONSORED_BY,sponsor:B001267,1,
document:1315,SPONSORED_BY,sponsor:B000740,1,
document:1679,SPONSORED_BY,sponsor:L000602,1,
document:1681,SPONSORED_BY,sponsor:L000582,1,
document:1685,SPONSORED_BY,sponsor:L000602,1,
document:1687,SPONSORED_BY,sponsor:L000560,1,
document:1684,SPONSORED_BY,sponsor:M001194,1,
document:1680,SPONSORED_BY,sponsor:B001292,1,
document:316,SPONSORED_BY,sponsor:L000397,1,
document:275,SPONSORED_BY,sponsor:M000133,1,
document:89,SPONSORED_BY,sponsor:E000215,1,
document:29,SPONSORED_BY,sponsor:S000510,1,
document:838,SHARES_SPONSOR,document:839,1,G000546
document:838,SHARES_SPONSOR,document:840,1,G000546
document:838,SHARES_SPONSOR,document:820,1,G000546
document:838,SHARES_SPONSOR,document:1000,1,G000546
document:838,SHARES_SPONSOR,document:999,1,G000546
document:839,SHARES_SPONSOR,document:840,1,G000546
document:839,SHARES_SPONSOR,document:820,1,G000546
document:839,SHARES_SPONSOR,document:1000,1,G000546
document:839,SHARES_SPONSOR,document:999,1,G000546
document:840,SHARES_SPONSOR,document:820,1,G000546
document:840,SHARES_SPONSOR,document:1000,1,G000546
document:840,SHARES_SPONSOR,document:999,1,G000546
document:820,SHARES_SPONSOR,document:1000,1,G000546
document:820,SHARES_SPONSOR,document:999,1,G000546
document:1000,SHARES_SPONSOR,document:999,1,G000546
document:447,SHARES_SPONSOR,document:826,1,C001067
document:1736,SHARES_SPONSOR,document:1737,1,J000295
document:1736,SHARES_SPONSOR,document:1757,1,J000295
document:1736,SHARES_SPONSOR,document:1740,1,J000295
document:1736,SHARES_SPONSOR,document:1747,1,J000295
