src_id,relation,dst_id,segment_position
document:14,HAS_SEGMENT,segment:14_17,17
document:14,HAS_SEGMENT,segment:14_18,18
document:14,HAS_SEGMENT,segment:14_19,19
document:14,HAS_SEGMENT,segment:14_20,20
document:15,HAS_SEGMENT,segment:15_1,1
document:15,HAS_SEGMENT,segment:15_2,2
document:15,HAS_SEGMENT,segment:15_3,3
document:16,HAS_SEGMENT,segment:16_1,1
document:16,HAS_SEGMENT,segment:16_2,2
document:16,HAS_SEGMENT,segment:16_3,3
document:16,HAS_SEGMENT,segment:16_4,4
document:17,HAS_SEGMENT,segment:17_1,1
document:17,HAS_SEGMENT,segment:17_2,2
document:17,HAS_SEGMENT,segment:17_3,3
document:23,HAS_SEGMENT,segment:23_1,1
document:23,HAS_SEGMENT,segment:23_2,2
document:23,HAS_SEGMENT,segment:23_3,3
document:23,HAS_SEGMENT,segment:23_4,4
document:24,HAS_SEGMENT,segment:24_1,1
document:24,HAS_SEGMENT,segment:24_2,2
document:24,HAS_SEGMENT,segment:24_3,3
document:25,HAS_SEGMENT,segment:25_1,1
document:25,HAS_SEGMENT,segment:25_2,2
document:25,HAS_SEGMENT,segment:25_3,3
document:25,HAS_SEGMENT,segment:25_4,4
document:25,HAS_SEGMENT,segment:25_5,5
document:25,HAS_SEGMENT,segment:25_6,6
document:25,HAS_SEGMENT,segment:25_7,7
document:25,HAS_SEGMENT,segment:25_8,8
document:25,HAS_SEGMENT,segment:25_9,9
document:25,HAS_SEGMENT,segment:25_10,10
document:25,HAS_SEGMENT,segment:25_11,11
document:25,HAS_SEGMENT,segment:25_12,12
document:25,HAS_SEGMENT,segment:25_13,13
document:25,HAS_SEGMENT,segment:25_14,14
document:25,HAS_SEGMENT,segment:25_15,15
document:25,HAS_SEGMENT,segment:25_16,16
document:25,HAS_SEGMENT,segment:25_17,17
document:25,HAS_SEGMENT,segment:25_18,18
document:25,HAS_SEGMENT,segment:25_19,19
document:25,HAS_SEGMENT,segment:25_20,20
document:25,HAS_SEGMENT,segment:25_21,21
document:25,HAS_SEGMENT,segment:25_22,22
document:25,HAS_SEGMENT,segment:25_23,23
document:25,HAS_SEGMENT,segment:25_24,24
document:25,HAS_SEGMENT,segment:25_25,25
document:25,HAS_SEGMENT,segment:25_26,26
document:25,HAS_SEGMENT,segment:25_27,27
document:25,HAS_SEGMENT,segment:25_28,28
document:25,HAS_SEGMENT,segment:25_29,29
document:25,HAS_SEGMENT,segment:25_30,30
document:25,HAS_SEGMENT,segment:25_31,31
document:25,HAS_SEGMENT,segment:25_32,32
document:25,HAS_SEGMENT,segment:25_33,33
document:25,HAS_SEGMENT,segment:25_34,34
document:25,HAS_SEGMENT,segment:25_35,35
document:25,HAS_SEGMENT,segment:25_36,36
document:25,HAS_SEGMENT,segment:25_37,37
document:25,HAS_SEGMENT,segment:25_38,38
document:25,HAS_SEGMENT,segment:25_39,39
document:25,HAS_SEGMENT,segment:25_40,40
document:25,HAS_SEGMENT,segment:25_41,41
document:25,HAS_SEGMENT,segment:25_42,42
document:25,HAS_SEGMENT,segment:25_43,43
document:25,HAS_SEGMENT,segment:25_44,44
document:26,HAS_SEGMENT,segment:26_1,1
document:27,HAS_SEGMENT,segment:27_1,1
document:27,HAS_SEGMENT,segment:27_2,2
document:27,HAS_SEGMENT,segment:27_3,3
document:27,HAS_SEGMENT,segment:27_4,4
document:27,HAS_SEGMENT,segment:27_5,5
document:28,HAS_SEGMENT,segment:28_1,1
document:28,HAS_SEGMENT,segment:28_2,2
document:34,HAS_SEGMENT,segment:34_1,1
document:34,HAS_SEGMENT,segment:34_2,2
document:34,HAS_SEGMENT,segment:34_3,3
document:34,HAS_SEGMENT,segment:34_4,4
document:34,HAS_SEGMENT,segment:34_5,5
document:35,HAS_SEGMENT,segment:35_1,1
document:35,HAS_SEGMENT,segment:35_2,2
document:35,HAS_SEGMENT,segment:35_3,3
document:35,HAS_SEGMENT,segment:35_4,4
document:35,HAS_SEGMENT,segment:35_5,5
document:35,HAS_SEGMENT,segment:35_6,6
document:35,HAS_SEGMENT,segment:35_7,7
document:35,HAS_SEGMENT,segment:35_8,8
document:36,HAS_SEGMENT,segment:36_1,1
segment:36_1,HAS_TAG,tag:harms__violation_of_civil_or_human_rights__including_privacy,
segment:36_1,HAS_TAG,tag:strategies__tiering__tiering_based_on_domain_of_application,
segment:36_1,HAS_TOPIC,topic:harms__violation_of_civil_or_human_rights__including_privacy,
segment:36_1,HAS_TOPIC,topic:strategies__tiering__tiering_based_on_domain_of_application,
document:36,HAS_SEGMENT,segment:36_2,2
segment:36_2,HAS_TAG,tag:applications__government__judicial_and_law_enforcement,
segment:36_2,HAS_TAG,tag:applications__networking_and_telecommunications,
segment:36_2,HAS_TOPIC,topic:applications__government__judicial_and_law_enforcement,
segment:36_2,HAS_TOPIC,topic:applications__networking_and_telecommunications,
document:36,HAS_SEGMENT,segment:36_3,3
segment:36_3,HAS_TAG,tag:harms__detrimental_content,
segment:36_3,HAS_TAG,tag:strategies__governance_development,
segment:36_3,HAS_TOPIC,topic:harms__detrimental_content,
segment:36_3,HAS_TOPIC,topic:strategies__governance_development,
document:36,HAS_SEGMENT,segment:36_4,4
segment:36_4,HAS_TAG,tag:harms__detrimental_content,
segment:36_4,HAS_TAG,tag:harms__violation_of_civil_or_human_rights__including_privacy,
segment:36_4,HAS_TOPIC,topic:harms__detrimental_content,
segment:36_4,HAS_TOPIC,topic:harms__violation_of_civil_or_human_rights__including_privacy,
document:36,HAS_SEGMENT,segment:36_5,5
segment:36_5,HAS_TAG,tag:risk_factors__privacy,
segment:36_5,HAS_TAG,tag:risk_factors__security,
segment:36_5,HAS_TAG,tag:risk_factors__safety,
segment:36_5,HAS_TAG,tag:risk_factors__transparency,
segment:36_5,HAS_TAG,tag:harms__detrimental_content,
segment:36_5,HAS_TAG,tag:strategies__disclosure,
segment:36_5,HAS_TAG,tag:strategies__evaluation,
segment:36_5,HAS_TAG,tag:applications__security,
segment:36_5,HAS_TAG,tag:risk_factors__security__cybersecurity,
segment:36_5,HAS_TAG,tag:strategies__governance_development,
segment:36_5,HAS_TOPIC,topic:applications__security,
segment:36_5,HAS_TOPIC,topic:harms__detrimental_content,
segment:36_5,HAS_TOPIC,topic:risk_factors__privacy,
segment:36_5,HAS_TOPIC,topic:risk_factors__safety,
segment:36_5,HAS_TOPIC,topic:risk_factors__security,
segment:36_5,HAS_TOPIC,topic:risk_factors__security__cybersecurity,
segment:36_5,HAS_TOPIC,topic:risk_factors__transparency,
segment:36_5,HAS_TOPIC,topic:strategies__disclosure,
segment:36_5,HAS_TOPIC,topic:strategies__evaluation,
segment:36_5,HAS_TOPIC,topic:strategies__governance_development,
document:36,HAS_SEGMENT,segment:36_6,6
segment:36_6,HAS_TAG,tag:strategies__evaluation__post-market_monitoring,
segment:36_6,HAS_TAG,tag:strategies__evaluation,
segment:36_6,HAS_TAG,tag:strategies__governance_development,
segment:36_6,HAS_TAG,tag:strategies__disclosure,
segment:36_6,HAS_TAG,tag:strategies__disclosure__about_incidents,
segment:36_6,HAS_TOPIC,topic:strategies__disclosure,
segment:36_6,HAS_TOPIC,topic:strategies__disclosure__about_incidents,
segment:36_6,HAS_TOPIC,topic:strategies__evaluation,
segment:36_6,HAS_TOPIC,topic:strategies__evaluation__post-market_monitoring,
segment:36_6,HAS_TOPIC,topic:strategies__governance_development,
document:36,HAS_SEGMENT,segment:36_7,7
segment:36_7,HAS_TAG,tag:risk_factors__safety,
segment:36_7,HAS_TAG,tag:risk_factors__security,
segment:36_7,HAS_TAG,tag:risk_factors__transparency,
segment:36_7,HAS_TAG,tag:harms__detrimental_content,
segment:36_7,HAS_TAG,tag:strategies__evaluation,
segment:36_7,HAS_TAG,tag:strategies__evaluation__post-market_monitoring,
segment:36_7,HAS_TAG,tag:strategies__disclosure,
segment:36_7,HAS_TAG,tag:strategies__disclosure__in_standard_form,
segment:36_7,HAS_TAG,tag:strategies__performance_requirements,
segment:36_7,HAS_TAG,tag:strategies__governance_development,
segment:36_7,HAS_TAG,tag:strategies__disclosure__about_incidents,
segment:36_7,HAS_TAG,tag:incentives__access_to_business_opportunities,
segment:36_7,HAS_TOPIC,topic:harms__detrimental_content,
segment:36_7,HAS_TOPIC,topic:incentives__access_to_business_opportunities,
segment:36_7,HAS_TOPIC,topic:risk_factors__safety,
segment:36_7,HAS_TOPIC,topic:risk_factors__security,
segment:36_7,HAS_TOPIC,topic:risk_factors__transparency,
segment:36_7,HAS_TOPIC,topic:strategies__disclosure,
segment:36_7,HAS_TOPIC,topic:strategies__disclosure__about_incidents,
segment:36_7,HAS_TOPIC,topic:strategies__disclosure__in_standard_form,
segment:36_7,HAS_TOPIC,topic:strategies__evaluation,
segment:36_7,HAS_TOPIC,topic:strategies__evaluation__post-market_monitoring,
segment:36_7,HAS_TOPIC,topic:strategies__governance_development,
segment:36_7,HAS_TOPIC,topic:strategies__performance_requirements,
document:36,HAS_SEGMENT,segment:36_8,8
segment:36_8,HAS_TAG,tag:risk_factors__security,
segment:36_8,HAS_TAG,tag:risk_factors__privacy,
segment:36_8,HAS_TAG,tag:risk_factors__transparency,
segment:36_8,HAS_TAG,tag:strategies__disclosure,
segment:36_8,HAS_TAG,tag:strategies__disclosure__in_deployment,
segment:36_8,HAS_TAG,tag:strategies__performance_requirements,
segment:36_8,HAS_TAG,tag:applications__security,
segment:36_8,HAS_TOPIC,topic:applications__security,
segment:36_8,HAS_TOPIC,topic:risk_factors__privacy,
segment:36_8,HAS_TOPIC,topic:risk_factors__security,
segment:36_8,HAS_TOPIC,topic:risk_factors__transparency,
segment:36_8,HAS_TOPIC,topic:strategies__disclosure,
segment:36_8,HAS_TOPIC,topic:strategies__disclosure__in_deployment,
segment:36_8,HAS_TOPIC,topic:strategies__performance_requirements,
document:36,HAS_SEGMENT,segment:36_9,9
segment:36_9,HAS_TAG,tag:risk_factors__security,
segment:36_9,HAS_TAG,tag:strategies__evaluation,
segment:36_9,HAS_TAG,tag:strategies__evaluation__external_auditing,
segment:36_9,HAS_TAG,tag:applications__security,
segment:36_9,HAS_TAG,tag:strategies__disclosure__in_deployment,
segment:36_9,HAS_TOPIC,topic:applications__security,
segment:36_9,HAS_TOPIC,topic:risk_factors__security,
segment:36_9,HAS_TOPIC,topic:strategies__disclosure__in_deployment,
segment:36_9,HAS_TOPIC,topic:strategies__evaluation,
segment:36_9,HAS_TOPIC,topic:strategies__evaluation__external_auditing,
document:36,HAS_SEGMENT,segment:36_10,10
segment:36_10,HAS_TAG,tag:risk_factors__interpretability_and_explainability,
segment:36_10,HAS_TAG,tag:risk_factors__transparency,
segment:36_10,HAS_TAG,tag:strategies__disclosure,
segment:36_10,HAS_TAG,tag:strategies__disclosure__in_standard_form,
segment:36_10,HAS_TAG,tag:strategies__tiering,
segment:36_10,HAS_TAG,tag:strategies__tiering__tiering_based_on_domain_of_application,
segment:36_10,HAS_TAG,tag:strategies__disclosure__in_deployment,
segment:36_10,HAS_TOPIC,topic:risk_factors__interpretability_and_explainability,
segment:36_10,HAS_TOPIC,topic:risk_factors__transparency,
segment:36_10,HAS_TOPIC,topic:strategies__disclosure,
segment:36_10,HAS_TOPIC,topic:strategies__disclosure__in_deployment,
segment:36_10,HAS_TOPIC,topic:strategies__disclosure__in_standard_form,
segment:36_10,HAS_TOPIC,topic:strategies__tiering,
segment:36_10,HAS_TOPIC,topic:strategies__tiering__tiering_based_on_domain_of_application,
document:36,HAS_SEGMENT,segment:36_11,11
segment:36_11,HAS_TAG,tag:risk_factors__transparency,
segment:36_11,HAS_TAG,tag:strategies__disclosure,
segment:36_11,HAS_TOPIC,topic:risk_factors__transparency,
segment:36_11,HAS_TOPIC,topic:strategies__disclosure,
document:36,HAS_SEGMENT,segment:36_12,12
segment:36_12,HAS_TAG,tag:risk_factors__security,
segment:36_12,HAS_TAG,tag:strategies__evaluation,
segment:36_12,HAS_TAG,tag:incentives__criminal_liability,
segment:36_12,HAS_TAG,tag:applications__government__judicial_and_law_enforcement,
segment:36_12,HAS_TAG,tag:incentives__civil_liability,
segment:36_12,HAS_TOPIC,topic:applications__government__judicial_and_law_enforcement,
segment:36_12,HAS_TOPIC,topic:incentives__civil_liability,
segment:36_12,HAS_TOPIC,topic:incentives__criminal_liability,
segment:36_12,HAS_TOPIC,topic:risk_factors__security,
segment:36_12,HAS_TOPIC,topic:strategies__evaluation,
document:36,HAS_SEGMENT,segment:36_13,13
segment:36_13,HAS_TAG,tag:strategies__tiering,
segment:36_13,HAS_TAG,tag:strategies__tiering__tiering_based_on_domain_of_application,
segment:36_13,HAS_TAG,tag:applications__broadcasting_and_media_production,
segment:36_13,HAS_TOPIC,topic:applications__broadcasting_and_media_production,
segment:36_13,HAS_TOPIC,topic:strategies__tiering,
segment:36_13,HAS_TOPIC,topic:strategies__tiering__tiering_based_on_domain_of_application,
document:37,HAS_SEGMENT,segment:37_1,1
document:37,HAS_SEGMENT,segment:37_2,2
document:37,HAS_SEGMENT,segment:37_3,3
document:37,HAS_SEGMENT,segment:37_4,4
document:37,HAS_SEGMENT,segment:37_5,5
document:37,HAS_SEGMENT,segment:37_6,6
document:37,HAS_SEGMENT,segment:37_7,7
document:37,HAS_SEGMENT,segment:37_8,8
document:37,HAS_SEGMENT,segment:37_9,9
document:37,HAS_SEGMENT,segment:37_10,10
document:37,HAS_SEGMENT,segment:37_11,11
document:37,HAS_SEGMENT,segment:37_12,12
document:37,HAS_SEGMENT,segment:37_13,13
document:37,HAS_SEGMENT,segment:37_14,14
document:37,HAS_SEGMENT,segment:37_15,15
document:37,HAS_SEGMENT,segment:37_16,16
document:37,HAS_SEGMENT,segment:37_17,17
document:37,HAS_SEGMENT,segment:37_18,18
document:37,HAS_SEGMENT,segment:37_19,19
document:37,HAS_SEGMENT,segment:37_20,20
document:50,HAS_SEGMENT,segment:50_1,1
document:50,HAS_SEGMENT,segment:50_2,2
segment:50_2,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_2,HAS_TOPIC,topic:applications__government__military_and_public_safety,
document:50,HAS_SEGMENT,segment:50_3,3
segment:50_3,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_3,HAS_TAG,tag:strategies__pilots_and_testbeds,
segment:50_3,HAS_TAG,tag:risk_factors__reliability__robustness,
segment:50_3,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_3,HAS_TOPIC,topic:risk_factors__reliability__robustness,
segment:50_3,HAS_TOPIC,topic:strategies__pilots_and_testbeds,
document:50,HAS_SEGMENT,segment:50_4,4
segment:50_4,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_4,HAS_TAG,tag:risk_factors__safety,
segment:50_4,HAS_TAG,tag:risk_factors__interpretability_and_explainability,
segment:50_4,HAS_TAG,tag:risk_factors__transparency,
segment:50_4,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_4,HAS_TOPIC,topic:risk_factors__interpretability_and_explainability,
segment:50_4,HAS_TOPIC,topic:risk_factors__safety,
segment:50_4,HAS_TOPIC,topic:risk_factors__transparency,
document:50,HAS_SEGMENT,segment:50_5,5
segment:50_5,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_5,HAS_TAG,tag:strategies__government_support,
segment:50_5,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_5,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_6,6
segment:50_6,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_6,HAS_TAG,tag:strategies__government_support,
segment:50_6,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_6,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_7,7
segment:50_7,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_7,HAS_TAG,tag:risk_factors__bias,
segment:50_7,HAS_TAG,tag:risk_factors__reliability,
segment:50_7,HAS_TAG,tag:risk_factors__transparency,
segment:50_7,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_7,HAS_TOPIC,topic:risk_factors__bias,
segment:50_7,HAS_TOPIC,topic:risk_factors__reliability,
segment:50_7,HAS_TOPIC,topic:risk_factors__transparency,
document:50,HAS_SEGMENT,segment:50_8,8
segment:50_8,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_8,HAS_TAG,tag:strategies__government_support,
segment:50_8,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_8,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_9,9
segment:50_9,HAS_TAG,tag:strategies__government_support,
segment:50_9,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_9,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_9,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_10,10
segment:50_10,HAS_TAG,tag:strategies__government_support,
segment:50_10,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_10,HAS_TAG,tag:risk_factors__safety,
segment:50_10,HAS_TAG,tag:risk_factors__reliability,
segment:50_10,HAS_TAG,tag:strategies__government_support__for_r_d,
segment:50_10,HAS_TAG,tag:strategies__pilots_and_testbeds,
segment:50_10,HAS_TAG,tag:strategies__convening,
segment:50_10,HAS_TAG,tag:strategies__government_support__ai_workforce-related,
segment:50_10,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_10,HAS_TOPIC,topic:risk_factors__reliability,
segment:50_10,HAS_TOPIC,topic:risk_factors__safety,
segment:50_10,HAS_TOPIC,topic:strategies__convening,
segment:50_10,HAS_TOPIC,topic:strategies__government_support,
segment:50_10,HAS_TOPIC,topic:strategies__government_support__ai_workforce-related,
segment:50_10,HAS_TOPIC,topic:strategies__government_support__for_r_d,
segment:50_10,HAS_TOPIC,topic:strategies__pilots_and_testbeds,
document:50,HAS_SEGMENT,segment:50_11,11
segment:50_11,HAS_TAG,tag:strategies__government_support,
segment:50_11,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_11,HAS_TAG,tag:strategies__pilots_and_testbeds,
segment:50_11,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_11,HAS_TOPIC,topic:strategies__government_support,
segment:50_11,HAS_TOPIC,topic:strategies__pilots_and_testbeds,
document:50,HAS_SEGMENT,segment:50_12,12
segment:50_12,HAS_TAG,tag:strategies__government_support,
segment:50_12,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_12,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_12,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_13,13
segment:50_13,HAS_TAG,tag:strategies__government_support,
segment:50_13,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_13,HAS_TAG,tag:risk_factors__security__cybersecurity,
segment:50_13,HAS_TAG,tag:strategies__governance_development,
segment:50_13,HAS_TAG,tag:strategies__pilots_and_testbeds,
segment:50_13,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_13,HAS_TOPIC,topic:risk_factors__security__cybersecurity,
segment:50_13,HAS_TOPIC,topic:strategies__governance_development,
segment:50_13,HAS_TOPIC,topic:strategies__government_support,
segment:50_13,HAS_TOPIC,topic:strategies__pilots_and_testbeds,
document:50,HAS_SEGMENT,segment:50_14,14
segment:50_14,HAS_TAG,tag:strategies__government_support,
segment:50_14,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_14,HAS_TAG,tag:risk_factors__security__cybersecurity,
segment:50_14,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_14,HAS_TOPIC,topic:risk_factors__security__cybersecurity,
segment:50_14,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_15,15
segment:50_15,HAS_TAG,tag:strategies__government_support,
segment:50_15,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_15,HAS_TAG,tag:strategies__evaluation__adversarial_testing,
segment:50_15,HAS_TAG,tag:risk_factors__security__cybersecurity,
segment:50_15,HAS_TAG,tag:risk_factors__transparency,
segment:50_15,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_15,HAS_TOPIC,topic:risk_factors__security__cybersecurity,
segment:50_15,HAS_TOPIC,topic:risk_factors__transparency,
segment:50_15,HAS_TOPIC,topic:strategies__evaluation__adversarial_testing,
segment:50_15,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_16,16
segment:50_16,HAS_TAG,tag:strategies__government_support,
segment:50_16,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_16,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_16,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_17,17
segment:50_17,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_17,HAS_TAG,tag:strategies__government_support,
segment:50_17,HAS_TAG,tag:strategies__evaluation__conformity_assessment,
segment:50_17,HAS_TAG,tag:strategies__disclosure,
segment:50_17,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_17,HAS_TOPIC,topic:strategies__disclosure,
segment:50_17,HAS_TOPIC,topic:strategies__evaluation__conformity_assessment,
segment:50_17,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_18,18
segment:50_18,HAS_TAG,tag:strategies__government_support,
segment:50_18,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_18,HAS_TAG,tag:risk_factors__safety,
segment:50_18,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_18,HAS_TOPIC,topic:risk_factors__safety,
segment:50_18,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_19,19
segment:50_19,HAS_TAG,tag:strategies__government_support,
segment:50_19,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_19,HAS_TAG,tag:strategies__pilots_and_testbeds,
segment:50_19,HAS_TAG,tag:risk_factors__security__cybersecurity,
segment:50_19,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_19,HAS_TOPIC,topic:risk_factors__security__cybersecurity,
segment:50_19,HAS_TOPIC,topic:strategies__government_support,
segment:50_19,HAS_TOPIC,topic:strategies__pilots_and_testbeds,
document:50,HAS_SEGMENT,segment:50_20,20
segment:50_20,HAS_TAG,tag:strategies__pilots_and_testbeds,
segment:50_20,HAS_TAG,tag:strategies__government_support,
segment:50_20,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_20,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_20,HAS_TOPIC,topic:strategies__government_support,
segment:50_20,HAS_TOPIC,topic:strategies__pilots_and_testbeds,
document:50,HAS_SEGMENT,segment:50_21,21
segment:50_21,HAS_TAG,tag:strategies__government_support,
segment:50_21,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_21,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_21,HAS_TOPIC,topic:strategies__government_support,
document:50,HAS_SEGMENT,segment:50_22,22
segment:50_22,HAS_TAG,tag:strategies__government_support,
segment:50_22,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_22,HAS_TAG,tag:risk_factors__security__cybersecurity,
segment:50_22,HAS_TAG,tag:strategies__pilots_and_testbeds,
segment:50_22,HAS_TAG,tag:strategies__evaluation__adversarial_testing,
segment:50_22,HAS_TAG,tag:risk_factors__safety,
segment:50_22,HAS_TAG,tag:risk_factors__reliability,
segment:50_22,HAS_TAG,tag:risk_factors__bias,
segment:50_22,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_22,HAS_TOPIC,topic:risk_factors__bias,
segment:50_22,HAS_TOPIC,topic:risk_factors__reliability,
segment:50_22,HAS_TOPIC,topic:risk_factors__safety,
segment:50_22,HAS_TOPIC,topic:risk_factors__security__cybersecurity,
segment:50_22,HAS_TOPIC,topic:strategies__evaluation__adversarial_testing,
segment:50_22,HAS_TOPIC,topic:strategies__government_support,
segment:50_22,HAS_TOPIC,topic:strategies__pilots_and_testbeds,
document:50,HAS_SEGMENT,segment:50_23,23
segment:50_23,HAS_TAG,tag:strategies__government_support,
segment:50_23,HAS_TAG,tag:applications__government__military_and_public_safety,
segment:50_23,HAS_TAG,tag:risk_factors__safety,
segment:50_23,HAS_TAG,tag:risk_factors__security__cybersecurity,
segment:50_23,HAS_TAG,tag:strategies__pilots_and_testbeds,
segment:50_23,HAS_TAG,tag:strategies__evaluation__conformity_assessment,
segment:50_23,HAS_TAG,tag:risk_factors__transparency,
segment:50_23,HAS_TOPIC,topic:applications__government__military_and_public_safety,
segment:50_23,HAS_TOPIC,topic:risk_factors__safety,
segment:50_23,HAS_TOPIC,topic:risk_factors__security__cybersecurity,
segment:50_23,HAS_TOPIC,topic:risk_factors__transparency,
segment:50_23,HAS_TOPIC,topic:strategies__evaluation__conformity_assessment,
